Date,Close,Predict,SM1,SM2,SM3,SM4
2020-03-05,4.889999866485596,,,,,
2020-03-06,4.53000020980835,,,,,
2020-03-09,3.8499999046325684,,,,,
2020-03-10,4.199999809265137,,,,,
2020-03-11,3.640000104904175,,,,,
2020-03-12,2.9100000858306885,,,,,
2020-03-13,3.2200000286102295,,,,,
2020-03-16,2.5999999046325684,,,,,
2020-03-17,2.4800000190734863,,,,,
2020-03-18,2.4700000286102295,,,,,
2020-03-19,3.369999885559082,,,,,
2020-03-20,3.190000057220459,,,,,
2020-03-23,3.1500000953674316,,,,,
2020-03-24,3.559999942779541,,,,,
2020-03-25,3.4600000381469727,,,,,
2020-03-26,3.700000047683716,,,,,
2020-03-27,3.5999999046325684,,,,,
2020-03-30,3.0399999618530273,,,,,
2020-03-31,3.1600000858306885,,,,,
2020-04-01,2.619999885559082,,,,,
2020-04-02,2.240000009536743,,,,,
2020-04-03,2.2699999809265137,,,,,
2020-04-06,2.880000114440918,,,,,
2020-04-07,3.140000104904175,,,,,
2020-04-08,3.299999952316284,,,,,
2020-04-09,2.5999999046325684,,,,,
2020-04-13,2.0799999237060547,,,,,
2020-04-14,2.180000066757202,,,,,
2020-04-15,2.4100000858306885,,,,,
2020-04-16,2.440000057220459,,,,,
2020-04-17,3.200000047683716,,,,,
2020-04-20,3.180000066757202,,,,,
2020-04-21,3.25,,,,,
2020-04-22,3.180000066757202,,,,,
2020-04-23,3.109999895095825,,,,,
2020-04-24,3.049999952316284,,,,,
2020-04-27,3.359999895095825,,,,,
2020-04-28,4.139999866485596,,,,,
2020-04-29,5.190000057220459,,,,,
2020-04-30,4.920000076293945,,,,,
2020-05-01,4.570000171661377,,,,,
2020-05-04,4.300000190734863,,,,,
2020-05-05,3.890000104904175,,,,,
2020-05-06,3.9200000762939453,,,,,
2020-05-07,3.990000009536743,,,,,
2020-05-08,4.099999904632568,,,,,
2020-05-11,5.320000171661377,,,,,
2020-05-12,5.119999885559082,,,,,
2020-05-13,4.599999904632568,,,,,
2020-05-14,4.550000190734863,,,,,
2020-05-15,4.519999980926514,,,,,
2020-05-18,4.71999979019165,,,,,
2020-05-19,4.559999942779541,,,,,
2020-05-20,4.659999847412109,,,,,
2020-05-21,4.630000114440918,,,,,
2020-05-22,4.579999923706055,,,,,
2020-05-26,5.110000133514404,,,,,
2020-05-27,5.599999904632568,,,,,
2020-05-28,5.070000171661377,,,,,
2020-05-29,5.130000114440918,,,,,
2020-06-01,5.309999942779541,,,,,
2020-06-02,5.590000152587891,,,,,
2020-06-03,5.449999809265137,,,,,
2020-06-04,5.380000114440918,,,,,
2020-06-05,5.909999847412109,,,,,
2020-06-08,6.449999809265137,,,,,
2020-06-09,5.989999771118164,,,,,
2020-06-10,6.289999961853027,,,,,
2020-06-11,5.170000076293945,,,,,
2020-06-12,5.889999866485596,,,,,
2020-06-15,5.800000190734863,,,,,
