Date,Close,Volume,Predict,SM1,SM2,SM3,SM4
2020-01-02,74.33351135253906,135480400.0,,,,,
2020-01-03,73.61083984375,146322800.0,,,,,
2020-01-06,74.19739532470703,118387200.0,,,,,
2020-01-07,73.84844207763672,108872000.0,,,,,
2020-01-08,75.03638458251953,132079200.0,,,,,
2020-01-09,76.63021850585938,170108400.0,,,,,
2020-01-10,76.80345916748047,140644800.0,,,,,
2020-01-13,78.44432067871094,121532000.0,,,,,
2020-01-14,77.38506317138672,161954400.0,,,,,
2020-01-15,77.05342864990234,121923600.0,,,,,
2020-01-16,78.01863098144531,108829200.0,,,,,
2020-01-17,78.88236999511719,137816400.0,,,,,
2020-01-21,78.3478012084961,110843200.0,,,,,
2020-01-22,78.6274642944336,101832400.0,,,,,
2020-01-23,79.00611877441406,104472000.0,,,,,
2020-01-24,78.77843475341797,146537600.0,,,,,
2020-01-27,76.46192932128906,161940000.0,,,,,
2020-01-28,78.62499237060547,162234000.0,,,,,
2020-01-29,80.27079010009766,216229200.0,,,,,
2020-01-30,80.15447235107422,126743200.0,,,,,
2020-01-31,76.60051727294922,199588400.0,,,,,
2020-02-03,76.3901596069336,173985600.0,,,,,
2020-02-04,78.91207885742188,136616400.0,,,,,
2020-02-05,79.55554962158203,118826800.0,,,,,
2020-02-06,80.4861068725586,105425600.0,,,,,
2020-02-07,79.39208984375,117684000.0,,,,,
2020-02-10,79.7691650390625,109348800.0,,,,,
2020-02-11,79.28788757324219,94323200.0,,,,,
2020-02-12,81.1707992553711,113730400.0,,,,,
2020-02-13,80.5927734375,94747600.0,,,,,
2020-02-14,80.61262512207031,80113600.0,,,,,
2020-02-18,79.13656616210938,152531200.0,,,,,
2020-02-19,80.28268432617188,93984000.0,,,,,
2020-02-20,79.45906829833984,100566000.0,,,,,
2020-02-21,77.66050720214844,129554000.0,,,,,
2020-02-24,73.97160339355469,222195200.0,,,,,
2020-02-25,71.46601867675781,230673600.0,,,,,
2020-02-26,72.59973907470703,198054800.0,,,,,
2020-02-27,67.85401916503906,320605600.0,,,,,
2020-02-28,67.8143310546875,426884800.0,,,,,
2020-03-02,74.12789154052734,341397200.0,,,,,
2020-03-03,71.77363586425781,319475600.0,,,,,
2020-03-04,75.10282897949219,219178400.0,,,,,
2020-03-05,72.6667251586914,187572800.0,,,,,
2020-03-06,71.70170593261719,226176800.0,,,,,
2020-03-09,66.03065490722656,286744800.0,,,,,
2020-03-10,70.78630065917969,285290000.0,,,,,
2020-03-11,68.3278579711914,255598800.0,,,,,
2020-03-12,61.58015823364258,418474000.0,,,,,
2020-03-13,68.95796966552734,370732000.0,,,,,
2020-03-16,60.08673095703125,322423600.0,,,,,
2020-03-17,62.72875213623047,324056000.0,,,,,
2020-03-18,61.19315719604492,300233600.0,,,,,
2020-03-19,60.72429275512695,271857200.0,,,,,
2020-03-20,56.869178771972656,401693200.0,,,,,
2020-03-23,55.661041259765625,336752800.0,,,,,
2020-03-24,61.24525833129883,287531200.0,,,,,
2020-03-25,60.90787124633789,303602000.0,,,,,
2020-03-26,64.11302947998047,252087200.0,,,,,
2020-03-27,61.45860290527344,204216800.0,,,,,
2020-03-30,63.212501525878906,167976400.0,,,,,
2020-03-31,63.08350372314453,197002000.0,,,,,
2020-04-01,59.76424026489258,176218400.0,,,,,
2020-04-02,60.76150131225586,165934000.0,,,,,
2020-04-03,59.888275146484375,129880000.0,,,,,
2020-04-06,65.1127700805664,201820400.0,,,,,
2020-04-07,64.35862731933594,202887200.0,,,,,
2020-04-08,66.00585174560547,168895200.0,,,,,
2020-04-09,66.4821548461914,162116400.0,,,,,
2020-04-13,67.78704071044922,131022800.0,,,,,
2020-04-14,71.21049499511719,194994800.0,,,,,
2020-04-15,70.56053924560547,131154400.0,,,,,
2020-04-16,71.12120056152344,157125200.0,,,,,
2020-04-17,70.15617370605469,215250000.0,,,,,
2020-04-20,68.6999740600586,130015200.0,,,,,
2020-04-21,66.57642364501953,180991600.0,,,,,
2020-04-22,68.49406433105469,117057200.0,,,,,
2020-04-23,68.22862243652344,124814400.0,,,,,
2020-04-24,70.19834899902344,126508800.0,,,,,
2020-04-27,70.24797058105469,117087600.0,,,,,
2020-04-28,69.10929870605469,112004800.0,,,,,
2020-04-29,71.37919616699219,137280800.0,,,,,
2020-04-30,72.88502502441406,183064000.0,,,,,
2020-05-01,71.71163177490234,240616800.0,,,,,
2020-05-04,72.72626495361328,133568000.0,,,,,
2020-05-05,73.81780242919922,147751200.0,,,,,
2020-05-06,74.57939147949219,142333600.0,,,,,
2020-05-07,75.35091400146484,115215200.0,,,,,
2020-05-08,77.14439392089844,134048000.0,,,,,
2020-05-11,78.35828399658203,145946400.0,,,,,
2020-05-12,77.4627914428711,162301200.0,,,,,
2020-05-13,76.52749633789062,200622400.0,,,,,
2020-05-14,76.99763488769531,158929200.0,,,,,
2020-05-15,76.54241180419922,166348400.0,,,,,
2020-05-18,78.3458480834961,135372400.0,,,,,
2020-05-19,77.89312744140625,101729600.0,,,,,
2020-05-20,79.40800476074219,111504800.0,,,,,
2020-05-21,78.81597900390625,102688800.0,,,,,
2020-05-22,79.32343292236328,81803200.0,,,,,
2020-05-26,78.7861328125,125522000.0,,,,,
2020-05-27,79.12940216064453,112945200.0,,,,,
2020-05-28,79.16423034667969,133560800.0,,,,,
2020-05-29,79.08712005615234,153598000.0,,,,,
2020-06-01,80.05972290039062,80791200.0,,,,,
2020-06-02,80.43035125732422,87642800.0,,,,,
2020-06-03,80.87313079833984,104491200.0,,,,,
2020-06-04,80.1766357421875,87560400.0,,,,,
2020-06-05,82.46015167236328,137250400.0,,,,,
2020-06-08,82.94768524169922,95654400.0,,,,,
2020-06-09,85.56700897216797,147712400.0,,,,,
2020-06-10,87.76844024658203,166651600.0,,,,,
2020-06-11,83.55464172363281,201662400.0,,,,,
2020-06-12,84.27600860595703,200146000.0,,,,,
2020-06-15,85.3182601928711,138808800.0,,,,,
2020-06-16,87.57939147949219,165428800.0,,,,,
2020-06-17,87.45750427246094,114406400.0,,,,,
2020-06-18,87.4923324584961,96820400.0,,,,,
2020-06-19,86.99234771728516,264476000.0,,,,,
2020-06-22,89.26839447021484,135445200.0,,,,,
2020-06-23,91.1738052368164,212155600.0,,,,,
2020-06-24,89.56440734863281,192623200.0,,,,,
2020-06-25,90.75342559814453,137522400.0,,,,,
2020-06-26,87.96495056152344,205256800.0,,,,,
2020-06-29,89.99225616455078,130646000.0,,,,,
2020-06-30,90.74346923828125,140223200.0,,,,,
2020-07-01,90.57183837890625,110737200.0,,,,,
2020-07-02,90.57183837890625,114041600.0,,,,,
2020-07-06,92.9946517944336,118655600.0,,,,,
2020-07-07,92.70609283447266,112424400.0,,,,,
2020-07-08,94.865234375,117092000.0,,,,,
2020-07-09,95.273193359375,125642800.0,,,,,
2020-07-10,95.4398422241211,90257200.0,,,,,
2020-07-13,94.99955749511719,191649200.0,,,,,
2020-07-14,96.5716552734375,170989200.0,,,,,
2020-07-15,97.23580932617188,153198000.0,,,,,
2020-07-16,96.0393295288086,110577600.0,,,,,
2020-07-17,95.84529876708984,92186800.0,,,,,
2020-07-20,97.86514282226562,90318000.0,,,,,
2020-07-21,96.51444244384766,103646000.0,,,,,
2020-07-22,96.78556823730469,89001600.0,,,,,
2020-07-23,92.38023376464844,197004400.0,,,,,
2020-07-24,92.15138244628906,185438800.0,,,,,
2020-07-27,94.33539581298828,121214000.0,,,,,
2020-07-28,92.78570556640625,103625600.0,,,,,
2020-07-29,94.56424713134766,90329200.0,,,,,
2020-07-30,95.70849609375,158130000.0,,,,,
2020-07-31,105.72808837890625,374336800.0,,,,,
2020-08-03,108.39218139648438,308151200.0,,,,,
2020-08-04,109.11604309082031,173071600.0,,,,,
2020-08-05,109.51155090332031,121992000.0,,,,,
2020-08-06,113.33232879638672,202428800.0,,,,,
2020-08-07,110.7556381225586,198045600.0,,,,,
2020-08-10,112.36544799804688,212403600.0,,,,,
2020-08-11,109.0237045288086,187902400.0,,,,,
2020-08-12,112.64704132080078,165944800.0,,,,,
2020-08-13,114.64060974121094,210082000.0,,,,,
2020-08-14,114.53844451904297,165565200.0,,,,,
2020-08-17,114.2394027709961,119561600.0,,,,,
2020-08-18,115.19133758544922,105633600.0,,,,,
2020-08-19,115.33586883544922,145538000.0,,,,,
2020-08-20,117.89512634277344,126907200.0,,,,,
2020-08-21,123.97055053710938,338054800.0,,,,,
2020-08-24,125.4532699584961,345937600.0,,,,,
2020-08-25,124.42408752441406,211495600.0,,,,,
2020-08-26,126.11613464355469,163022400.0,,,,,
2020-08-27,124.6084976196289,155552400.0,,,,,
2020-08-28,124.40664672851562,187630000.0,,,,,
2020-08-31,128.62554931640625,225702700.0,,,,,
2020-09-01,133.74903869628906,152470100.0,,,,,
2020-09-02,130.97796630859375,200119000.0,,,,,
2020-09-03,120.49175262451172,257599600.0,,,,,
2020-09-04,120.57150268554688,332607200.0,,,,,
2020-09-08,112.45764923095703,231366600.0,,,,,
2020-09-09,116.94319152832031,176940500.0,,,,,
2020-09-10,113.12549591064453,182274400.0,,,,,
2020-09-11,111.6402816772461,180860300.0,,,,,
2020-09-14,114.98948669433594,140150100.0,,,,,
2020-09-15,115.16891479492188,184642000.0,,,,,
2020-09-16,111.76985931396484,154679000.0,,,,,
2020-09-17,109.98561096191406,178011000.0,,,,,
2020-09-18,106.4968490600586,287104900.0,,,,,
2020-09-21,109.72644805908203,195713800.0,,,,,
2020-09-22,111.45088195800781,183055400.0,,,,,
2020-09-23,106.77596282958984,150718700.0,,,,,
2020-09-24,107.87242126464844,167743300.0,,,,,
2020-09-25,111.91937255859375,149981400.0,,,,,
2020-09-28,114.59076690673828,137672400.0,,,,,
2020-09-29,113.72356414794922,99382200.0,,,,,
2020-09-30,115.43804168701172,142675200.0,,,,,
2020-10-01,116.4148941040039,116120400.0,,,,,
2020-10-02,112.6570053100586,144712000.0,,,,,
2020-10-05,116.12582397460938,106243800.0,,,,,
2020-10-06,112.79655456542969,161498200.0,,,,,
2020-10-07,114.71038818359375,96849000.0,,,,,
2020-10-08,114.60073852539062,83477200.0,,,,,
2020-10-09,116.59431457519531,100506900.0,,,,,
2020-10-12,124.00045776367188,240226800.0,,,,,
2020-10-13,120.71104431152344,262330500.0,,,,,
2020-10-14,120.80076599121094,151062300.0,,,,,
2020-10-15,120.32230377197266,112559200.0,,,,,
2020-10-16,118.63772583007812,115393800.0,,,,,
