,ID,SYMBOL,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJCLOSE
21,,MSFT,2016-01-14,47.4814,48.9014,47.0514,48.5914,52381900.0,48.5914
22,,MSFT,2015-11-06,49.081,49.971,48.951,49.911,32851200.0,49.911
23,,MSFT,2015-10-28,48.6168,49.0568,47.9368,49.0568,47000800.0,49.0568
24,,MSFT,2014-08-01,38.0495,38.0895,37.4395,37.6995,31170300.0,37.6995
25,,MSFT,2014-04-02,36.2066,36.4266,35.9366,36.1166,28666700.0,36.1166
26,,MSFT,2014-03-26,35.444,35.674,34.564,34.754,41977500.0,34.754
27,,MSFT,2013-12-24,31.7859,32.2359,31.7059,32.1459,14243000.0,32.1459
28,,MSFT,2013-11-08,32.3963,32.5063,32.0663,32.5063,36737800.0,32.5063
29,,MSFT,2013-09-05,26.7406,27.0806,26.5906,26.8706,71644900.0,26.8706
30,,MSFT,2013-06-06,29.7494,30.0194,29.3994,29.8694,37618500.0,29.8694
31,,MSFT,2013-04-01,24.3038,24.3238,24.0238,24.2738,29201100.0,24.2738
32,,MSFT,2012-02-29,26.2948,26.4048,26.0148,26.1448,59323600.0,26.1448
33,,MSFT,2011-05-02,20.8558,20.9158,20.3958,20.5758,89825600.0,20.5758
34,,MSFT,2011-03-28,20.6253,20.6853,20.3453,20.3753,48973200.0,20.3753
35,,MSFT,2010-12-02,20.7854,21.5254,20.7454,21.4354,91759200.0,21.4354
36,,MSFT,2010-06-16,20.8922,21.0022,20.6522,20.7422,48698000.0,20.7422
37,,MSFT,2010-06-10,19.832,19.852,19.482,19.702,78930900.0,19.702
38,,MSFT,2010-05-13,22.9599,23.4299,22.8799,22.9399,45188800.0,22.9399
39,,MSFT,2009-10-29,21.7897,22.1297,21.5697,21.9397,65225500.0,21.9397
40,,MSFT,2009-10-15,19.9557,20.7657,19.9557,20.7657,65620100.0,20.7657
41,,MSFT,2009-08-04,18.2867,18.3967,18.1367,18.3767,49218300.0,18.3767
42,,MSFT,2009-05-11,14.7221,15.2521,14.5321,14.8421,63762600.0,14.8421
43,,MSFT,2009-05-05,15.5532,15.6532,15.0532,15.2032,66835500.0,15.2032
44,,MSFT,2009-02-03,13.4654,14.2254,13.2154,14.1154,86865100.0,14.1154
45,,MSFT,2008-11-04,17.4324,17.9624,17.1724,17.8324,72123000.0,17.8324
46,,MSFT,2008-09-30,19.3073,20.2273,19.0773,20.2273,107192700.0,20.2273
47,,MSFT,2008-07-01,20.6828,20.7928,19.8528,20.2828,100327800.0,20.2828
48,,MSFT,2008-04-03,21.8103,22.1303,21.6103,21.8103,38961400.0,21.8103
49,,MSFT,2008-03-03,20.5487,20.6987,20.1787,20.2987,76544300.0,20.2987
50,,MSFT,2007-10-09,22.4057,22.7657,22.3757,22.4757,63603100.0,22.4757
51,,MSFT,2007-07-30,21.8863,21.9663,21.4263,21.8763,67499600.0,21.8763
52,,MSFT,2007-06-01,22.9618,23.0718,22.7218,22.7618,39469400.0,22.7618
53,,MSFT,2007-02-21,21.1686,21.8086,21.1586,21.7686,68604900.0,21.7686
54,,MSFT,2006-01-31,20.2697,20.7397,20.2297,20.5097,94841300.0,20.5097
55,,MSFT,2005-12-20,19.4698,19.5898,19.3798,19.5698,62960600.0,19.5698
56,,MSFT,2005-06-23,18.1922,18.6423,18.1722,18.3322,105159800.0,18.3322
57,,MSFT,2005-06-06,18.3857,18.5057,18.3157,18.3757,40756900.0,18.3757
58,,MSFT,2005-05-10,18.1183,18.1583,17.8983,17.9783,62235100.0,17.9783
59,,MSFT,2004-12-06,19.4421,19.7821,19.4121,19.6721,55297400.0,19.6721
60,,MSFT,2004-10-11,18.2618,18.2818,17.9918,18.1218,44691000.0,18.1218
61,,MSFT,2004-10-04,18.4806,18.5006,18.1106,18.1606,62016200.0,18.1606
62,,MSFT,2004-09-09,17.6381,17.8081,17.5181,17.6181,56904700.0,17.6181
63,,MSFT,2004-07-26,18.1549,18.5049,17.9949,18.4549,72387600.0,18.4549
64,,MSFT,2004-04-21,16.2979,16.4279,16.1379,16.3879,49252000.0,16.3879
65,,MSFT,2004-02-23,17.2548,17.2848,17.0048,17.1348,50256800.0,17.1348
66,,MSFT,2003-12-11,17.1148,17.2948,16.8048,17.1348,79309000.0,17.1348
